CustomerID,SignupDate,TransactionDate,Revenue,Quantity,ProductCategory,Region,City,Country,TenureMonths,ChurnFlag,,OK
C0070,1/25/2023,8/28/2023,8.75,2,Home,West,East Mikeburgh,Australia,7,No,,
C0141,4/6/2023,9/20/2023,8.78,2,Toys,West,Teresaburgh,Germany,5,No,,
C0313,2/5/2023,3/25/2023,8.85,2,Apparel,North,West Michael,United States,1,No,,
C0025,7/11/2022,8/18/2022,8.95,2,Sports,South,West Allison,United States,1,No,,
C0397,5/23/2022,12/1/2023,8.96,2,Apparel,South,West Elizabeth,United States,18,No,,
C0277,8/21/2022,10/5/2022,8.97,2,Electronics,East,West Andrewside,Germany,1,Yes,,
C0466,8/8/2022,11/30/2022,8.99,2,Electronics,South,Robinsonshire,Australia,3,No,,
C0366,1/18/2022,3/27/2022,9.01,2,Apparel,North,Lake Crystalbury,Australia,2,Yes,,
C0209,9/17/2023,11/6/2023,9.01,2,Apparel,West,Samuelhaven,Australia,1,No,,
C0257,12/4/2022,11/14/2023,9.07,2,Electronics,South,North Jessicaland,France,11,No,,
C0057,7/19/2023,8/21/2023,9.08,2,Sports,West,West Donald,United States,1,No,,
C0387,6/9/2023,8/2/2023,9.10,2,Electronics,West,East Lydiamouth,Germany,1,No,,
C0304,11/12/2023,11/23/2023,9.10,2,Apparel,West,Stewartland,Germany,0,No,,
C0094,1/15/2023,12/7/2023,9.17,2,Toys,South,West Juan,France,10,No,,
C0127,11/15/2023,11/24/2023,9.18,2,Toys,West,Bassport,Canada,0,No,,
C0324,12/31/2022,10/26/2023,9.24,2,Sports,South,East Mikeburgh,France,9,No,,
C0451,5/3/2023,10/16/2023,9.38,2,Home,West,West Andrewside,United Kingdom,5,No,,
C0084,12/28/2023,12/31/2023,9.55,2,Electronics,South,Adamsborough,Germany,0,No,,
C0294,8/15/2022,9/17/2023,9.63,2,Sports,East,South Noah,United Kingdom,13,No,,
C0383,4/22/2023,12/11/2023,9.65,2,Beauty,East,East Jessetown,France,7,No,,
C0316,11/19/2023,12/1/2023,9.66,2,Sports,East,Port Jesseville,United States,0,No,,
C0273,3/29/2023,11/14/2023,9.67,2,Toys,West,Williamview,Australia,7,No,,
C0392,11/17/2022,6/15/2023,9.75,2,Sports,East,Lake Debra,United States,7,No,,
C0323,8/18/2022,11/28/2023,9.76,2,Sports,South,Juliechester,Canada,15,No,,
C0143,7/29/2023,10/29/2023,9.77,2,Toys,South,Bassport,Canada,3,No,,
C0496,4/20/2023,4/28/2023,9.79,2,Sports,South,Juliechester,Australia,0,Yes,,
C0189,8/13/2022,12/18/2023,9.82,2,Electronics,North,Mooreport,United Kingdom,16,No,,
C0207,4/23/2022,6/11/2023,9.85,2,Electronics,South,Herrerafurt,Australia,13,Yes,,
C0294,8/15/2022,8/13/2023,9.86,2,Electronics,South,Lake Lisaport,United States,12,No,,
C0189,8/13/2022,11/10/2023,9.98,2,Beauty,North,Mooreport,France,15,No,,
C0316,11/19/2023,11/23/2023,10.10,2,Apparel,West,Lake Debbie,United Kingdom,0,No,,
C0473,4/19/2023,5/9/2023,10.21,2,Sports,South,Brandtside,Canada,0,No,,
C0319,1/10/2023,2/15/2023,10.21,2,Home,East,Port Jesseville,France,1,No,,
C0058,12/6/2022,2/21/2023,10.23,2,Apparel,North,Stevenland,United Kingdom,2,No,,
C0332,10/11/2022,6/18/2023,10.25,2,Home,West,North Beth,United Kingdom,8,No,,
C0080,9/27/2022,3/25/2023,10.28,2,Electronics,East,North Amandahaven,United States,5,No,,
C0397,5/23/2022,6/3/2022,10.31,2,Apparel,East,Taylorburgh,United States,0,No,,
C0431,11/1/2023,12/7/2023,10.37,2,Home,South,East Jill,France,1,No,,
C0476,7/5/2023,10/20/2023,10.45,2,Home,East,Shieldston,Germany,3,No,,
C0447,9/30/2023,12/30/2023,10.53,2,Beauty,West,Evanmouth,Australia,3,No,,
C0413,11/13/2023,11/23/2023,10.53,2,Toys,South,South David,Canada,0,No,,
C0190,8/22/2022,8/15/2023,10.59,2,Toys,East,Lake Leeton,Canada,11,No,,
C0480,12/23/2022,5/6/2023,10.83,2,Apparel,North,East Jamesside,France,4,No,,
C0022,5/7/2023,7/18/2023,10.92,2,Sports,West,Sanchezfort,Canada,2,No,,
C0207,4/23/2022,12/29/2022,10.93,2,Electronics,South,West Michael,United States,8,Yes,,
C0094,1/15/2023,2/2/2023,10.97,2,Apparel,North,New Stephanie,Australia,0,No,,
C0496,4/20/2023,5/10/2023,10.99,2,Electronics,South,New Jeffrey,United Kingdom,0,Yes,,
C0028,4/5/2023,10/22/2023,11.05,2,Toys,East,Ericmouth,United Kingdom,6,No,,
C0228,9/4/2022,3/10/2023,11.08,2,Beauty,East,North Matthewberg,Canada,6,Yes,,
C0243,7/6/2022,9/2/2022,11.09,2,Beauty,North,Port Colleenhaven,Australia,1,No,,
C0239,5/24/2022,12/5/2023,11.19,2,Home,East,Port Keith,France,18,No,,
C0206,1/22/2023,9/18/2023,11.42,2,Toys,South,New Jeffrey,Germany,7,No,,
C0276,1/9/2022,7/5/2022,11.46,2,Electronics,North,Lake Larry,United States,5,No,,
C0231,7/3/2022,10/22/2022,11.46,2,Apparel,North,New Mariotown,United States,3,No,,
C0237,7/17/2022,8/3/2022,11.47,2,Home,West,Jacquelineland,France,0,No,,
C0304,11/12/2023,11/12/2023,11.48,2,Toys,East,East Nicholasfurt,Canada,0,No,,
C0026,10/4/2022,7/11/2023,11.48,2,Toys,West,Port Colleenhaven,United States,9,No,,
C0298,4/9/2022,6/17/2023,11.50,2,Beauty,North,New Jeffrey,Australia,14,No,,
C0294,8/15/2022,7/20/2023,11.72,2,Beauty,West,Brandtside,Australia,11,No,,
C0012,11/27/2022,11/6/2023,11.79,2,Sports,North,West Juan,France,11,No,,
C0010,4/12/2023,6/11/2023,11.83,2,Electronics,East,Herrerafurt,Australia,2,No,,
C0409,7/24/2023,12/29/2023,11.95,2,Apparel,North,Taylorburgh,Germany,5,No,,
C0184,4/1/2023,12/16/2023,12.00,2,Home,East,Port Jacobland,United States,8,No,,
C0369,11/19/2022,4/10/2023,12.01,2,Apparel,North,Mooreport,France,4,No,,
C0147,4/30/2023,9/15/2023,12.05,2,Apparel,South,Cassandraton,Canada,4,No,,
C0303,12/21/2023,12/31/2023,12.07,2,Home,North,Coxberg,United Kingdom,0,No,,
C0246,12/15/2022,5/24/2023,12.11,2,Toys,West,Shieldston,Canada,5,No,,
C0462,3/11/2023,12/25/2023,12.18,2,Home,North,Hoffmanville,Australia,9,No,,
C0451,5/3/2023,5/5/2023,12.18,2,Beauty,West,Ramirezstad,United States,0,No,,
C0459,3/17/2022,11/19/2022,12.21,2,Sports,South,Lake Lisaport,Canada,8,Yes,,
C0160,11/13/2023,12/8/2023,12.23,2,Beauty,West,West Elizabeth,Germany,0,No,,
C0067,7/16/2023,9/28/2023,12.30,2,Sports,South,Teresaburgh,United Kingdom,2,No,,
C0401,2/20/2022,4/23/2022,12.42,2,Toys,North,New Jeffrey,United States,2,Yes,,
C0380,9/3/2022,9/26/2022,12.50,2,Toys,West,North Micheleland,United States,0,Yes,,
C0065,7/25/2022,6/14/2023,12.62,2,Beauty,East,Wilkersonmouth,Germany,10,Yes,,
C0065,7/25/2022,10/9/2022,12.65,2,Beauty,East,Stewartland,United States,2,Yes,,
C0094,1/15/2023,11/7/2023,12.66,2,Toys,South,North Sarabury,United States,9,No,,
C0253,12/12/2023,12/13/2023,12.71,2,Electronics,East,East Jessetown,Australia,0,No,,
C0494,5/12/2023,7/27/2023,12.82,2,Electronics,South,Adamsborough,Australia,2,No,,
C0259,4/18/2023,11/14/2023,12.83,2,Electronics,North,Teresaburgh,United States,7,No,,
C0354,10/29/2022,11/12/2023,12.85,2,Beauty,South,West Juan,United Kingdom,12,No,,
C0262,10/25/2022,10/23/2023,12.94,2,Apparel,East,Port Jacobland,Canada,12,Yes,,
C0480,12/23/2022,6/18/2023,12.98,2,Home,North,Lake Larry,Australia,5,No,,
C0140,7/8/2023,8/17/2023,12.99,2,Electronics,North,Gomezchester,France,1,No,,
C0273,3/29/2023,6/19/2023,13.02,2,Electronics,East,Lake Matthew,France,2,No,,
C0030,1/22/2022,3/1/2022,13.12,2,Apparel,North,Lake Larry,Canada,1,Yes,,
C0125,12/29/2023,12/31/2023,13.16,2,Home,North,Lake Crystalbury,United Kingdom,0,No,,
C0175,8/13/2022,5/21/2023,13.21,2,Toys,North,Sarahborough,Australia,9,No,,
C0191,11/15/2023,12/3/2023,13.22,2,Beauty,West,Ramirezstad,Australia,0,No,,
C0278,4/9/2022,5/17/2023,13.24,2,Apparel,West,Robinsonshire,Australia,13,Yes,,
C0358,12/1/2023,12/13/2023,13.32,2,Beauty,North,Sarahborough,Australia,0,No,,
C0401,2/20/2022,3/19/2022,13.38,2,Electronics,South,New Jeffrey,United States,0,Yes,,
C0129,7/1/2023,7/8/2023,13.49,2,Sports,East,Juliechester,Canada,0,No,,
C0095,5/8/2023,9/9/2023,13.51,2,Electronics,West,New Jeffrey,Canada,4,No,,
C0062,3/4/2023,6/30/2023,13.53,2,Apparel,North,New David,United States,3,No,,
C0150,10/17/2023,11/3/2023,13.58,2,Sports,North,South Noah,Germany,0,No,,
C0058,12/6/2022,12/31/2022,13.65,2,Beauty,North,Port Keith,United States,0,No,,
C0381,6/25/2022,2/4/2023,13.70,2,Electronics,East,West Elizabeth,Germany,7,Yes,,
C0229,3/15/2023,7/3/2023,13.77,2,Toys,East,Martinezbury,United States,3,No,,
C0391,1/20/2022,5/17/2022,13.80,2,Home,West,East Mikeburgh,United Kingdom,3,Yes,,
C0288,8/10/2023,9/29/2023,13.82,2,Beauty,North,Danielchester,United Kingdom,1,No,,
C0293,9/11/2022,12/6/2023,13.97,2,Beauty,North,North Noahstad,United Kingdom,15,No,,
C0183,12/11/2023,12/19/2023,13.99,2,Apparel,West,Shieldston,Australia,0,No,,
C0342,6/21/2022,4/20/2023,13.99,2,Apparel,East,Ericmouth,Australia,10,No,,
C0077,7/10/2023,7/30/2023,14.05,2,Beauty,East,Ramirezstad,Australia,0,No,,
C0131,4/7/2023,8/6/2023,14.12,2,Toys,North,Teresaburgh,Germany,4,No,,
C0049,6/16/2022,3/19/2023,14.14,2,Toys,North,Teresaburgh,France,9,Yes,,
C0031,9/10/2022,10/2/2023,14.16,2,Apparel,North,Danielchester,Australia,12,No,,
C0070,1/25/2023,11/23/2023,14.17,2,Beauty,West,East Jamesside,United Kingdom,10,No,,
C0069,1/2/2022,5/29/2023,14.20,2,Home,North,Ericmouth,United States,17,Yes,,
C0267,9/16/2023,12/23/2023,14.22,2,Toys,South,Coxberg,Australia,3,No,,
C0065,7/25/2022,4/10/2023,14.22,2,Electronics,West,South Christineshire,Canada,8,Yes,,
C0038,12/1/2023,12/30/2023,14.25,2,Beauty,East,New David,United States,0,No,,
C0272,10/14/2023,10/23/2023,14.31,2,Home,North,Port Jesseville,United States,0,No,,
C0304,11/12/2023,12/29/2023,14.39,2,Apparel,North,North Micheleland,Canada,1,No,,
C0114,5/5/2023,7/5/2023,14.56,2,Apparel,South,North Cynthiaview,United Kingdom,2,Yes,,
C0481,1/23/2022,3/31/2022,14.74,2,Home,West,East Jamesside,United States,2,Yes,,
C0005,3/13/2022,7/20/2023,14.75,2,Electronics,East,Shieldston,Australia,16,Yes,,
C0087,10/23/2022,1/20/2023,14.75,2,Home,West,Ericmouth,Australia,2,Yes,,
C0437,12/12/2022,6/26/2023,14.75,2,Home,West,South Christineshire,France,6,Yes,,
C0412,11/23/2023,12/31/2023,14.77,2,Toys,North,Mortonside,United States,1,No,,
C0115,8/19/2022,5/8/2023,14.82,2,Home,West,West Allison,United States,8,Yes,,
C0069,1/2/2022,10/23/2023,15.02,2,Sports,South,Rodneyside,France,21,Yes,,
C0215,8/8/2022,12/13/2022,15.05,2,Apparel,South,South Christineshire,United States,4,Yes,,
C0286,11/4/2023,11/29/2023,15.08,2,Beauty,East,North Jessicaland,Australia,0,No,,
C0056,12/12/2022,4/16/2023,15.13,2,Sports,North,West Juan,Germany,4,No,,
C0330,10/4/2022,12/3/2023,15.17,2,Sports,West,South Noah,Australia,14,No,,
C0084,12/28/2023,12/28/2023,15.18,2,Sports,North,South Noah,Australia,0,No,,
C0228,9/4/2022,6/3/2023,15.19,2,Toys,West,Lake Larry,Canada,9,Yes,,
C0137,1/28/2023,10/1/2023,15.34,2,Home,South,Stevenland,United Kingdom,8,No,,
C0325,7/17/2023,8/29/2023,15.34,2,Home,South,Davidstad,United Kingdom,1,No,,
C0022,5/7/2023,5/9/2023,15.57,2,Electronics,South,Lake Larry,Australia,0,No,,
C0308,10/4/2022,12/16/2022,15.60,2,Electronics,East,East Jamesside,France,2,Yes,,
C0036,11/13/2023,11/20/2023,15.76,2,Sports,North,North Judithbury,United States,0,No,,
C0288,8/10/2023,11/25/2023,15.77,2,Sports,West,Mortonside,United Kingdom,3,No,,
C0035,5/26/2023,7/3/2023,15.78,2,Apparel,North,North Jessicaland,United States,1,No,,
C0110,11/6/2023,11/24/2023,15.82,2,Apparel,North,West Andrewside,United States,0,No,,
C0393,5/27/2023,7/12/2023,15.90,2,Home,South,Gomezchester,France,1,No,,
C0269,1/2/2022,7/21/2022,15.93,2,Toys,West,Sarahborough,France,6,Yes,,
C0002,3/12/2023,8/30/2023,15.94,2,Apparel,South,New Jeffrey,Canada,5,No,,
C0173,8/19/2022,1/19/2023,15.98,2,Apparel,East,Danielchester,Australia,5,No,,
C0256,7/5/2023,9/23/2023,15.99,2,Electronics,South,North Jessicaland,United Kingdom,2,No,,
C0468,2/16/2022,8/6/2022,16.00,2,Electronics,South,North Micheleland,United States,5,Yes,,
C0498,11/21/2023,11/27/2023,16.03,2,Sports,West,East Courtneychester,Canada,0,No,,
C0251,5/27/2022,1/14/2023,16.04,2,Beauty,North,Davidstad,United States,7,Yes,,
C0477,9/4/2023,12/26/2023,16.06,2,Beauty,West,North Matthewberg,France,3,No,,
C0478,10/16/2022,11/7/2023,16.07,2,Sports,North,New Kellystad,United States,12,No,,
C0489,11/21/2022,4/1/2023,16.21,2,Electronics,South,New Stephanie,Canada,4,No,,
C0044,5/20/2023,8/9/2023,16.21,2,Apparel,West,North Sarabury,France,2,No,,
C0186,10/11/2023,12/6/2023,16.23,2,Sports,North,Gomezchester,Australia,1,No,,
C0045,5/11/2022,7/31/2022,16.24,2,Apparel,South,New Jeffrey,Germany,2,No,,
C0361,9/10/2022,4/26/2023,16.26,2,Apparel,West,West Andrewside,Canada,7,Yes,,
C0307,2/2/2023,10/26/2023,16.39,2,Apparel,North,Lake Larry,Canada,8,No,,
C0490,5/31/2023,12/9/2023,16.39,2,Apparel,North,Bassport,United Kingdom,6,No,,
C0353,5/12/2023,5/29/2023,16.42,2,Beauty,West,North Judithbury,United Kingdom,0,No,,
C0236,9/2/2023,9/3/2023,16.47,2,Electronics,East,Lake Lisaport,United Kingdom,0,No,,
C0378,4/14/2022,11/22/2023,16.56,2,Beauty,North,South David,United Kingdom,19,No,,
C0304,11/12/2023,12/14/2023,16.60,2,Toys,South,East Jamesside,Germany,1,No,,
C0118,5/15/2022,5/16/2023,16.65,2,Home,East,East Lydiamouth,Australia,12,No,,
C0417,9/21/2022,9/12/2023,16.65,2,Beauty,North,East Jill,United States,11,Yes,,
C0119,7/20/2022,8/5/2023,16.85,2,Sports,East,Port Richard,Germany,12,No,,
C0101,12/10/2022,5/9/2023,16.86,2,Apparel,South,South Todd,Australia,5,No,,
C0066,3/22/2022,6/4/2022,16.97,2,Electronics,West,Stewartland,United Kingdom,2,No,,
C0134,8/6/2022,12/16/2022,16.98,2,Electronics,South,New Stephanie,Canada,4,Yes,,
C0053,11/12/2022,3/3/2023,16.98,2,Electronics,South,North John,Australia,3,No,,
C0019,10/24/2023,12/17/2023,17.04,2,Sports,East,Rodneyside,Canada,1,No,,
C0416,9/5/2023,10/6/2023,17.08,2,Apparel,West,New Mariotown,Australia,1,No,,
C0027,6/10/2022,1/9/2023,17.08,2,Apparel,East,Lake Nicoleview,Canada,7,Yes,,
C0350,2/6/2022,11/10/2022,17.12,2,Beauty,North,Sarahborough,United Kingdom,9,No,,
C0390,11/16/2023,12/17/2023,17.17,2,Apparel,West,New Kellystad,United Kingdom,1,No,,
C0243,7/6/2022,8/9/2022,17.46,2,Beauty,South,Juliechester,United Kingdom,1,No,,
C0157,8/31/2022,11/13/2022,17.47,2,Sports,North,Lake Nicoleview,United Kingdom,2,Yes,,
C0353,5/12/2023,8/18/2023,17.83,2,Beauty,North,South David,Canada,3,No,,
C0497,10/26/2023,11/29/2023,17.89,2,Sports,East,South Patrickmouth,Canada,1,No,,
C0493,9/15/2022,9/15/2023,18.11,2,Electronics,South,Rodneyside,Australia,12,No,,
C0424,12/16/2022,8/30/2023,18.12,2,Electronics,West,Shieldston,Australia,8,No,,
C0070,1/25/2023,12/3/2023,18.30,2,Apparel,South,Port Colleenhaven,France,10,No,,
C0207,4/23/2022,7/5/2023,18.31,2,Apparel,South,Lake Lisaport,United Kingdom,14,Yes,,
C0293,9/11/2022,9/30/2023,18.43,2,Beauty,South,Rodneyside,Germany,12,No,,
C0087,10/23/2022,8/16/2023,18.56,2,Toys,West,Hoffmanville,France,9,Yes,,
C0074,12/4/2023,12/22/2023,18.56,2,Beauty,West,Shieldston,United States,0,No,,
C0271,9/11/2022,3/22/2023,18.72,2,Toys,East,New Kellystad,United States,6,No,,
C0485,8/11/2022,9/24/2023,18.73,2,Sports,South,Sarahborough,Canada,13,No,,
C0193,1/9/2023,5/3/2023,18.77,2,Apparel,South,Samuelhaven,United States,3,No,,
C0107,5/14/2023,10/8/2023,18.77,2,Beauty,West,North Richardmouth,United States,4,No,,
C0275,6/9/2022,9/11/2023,18.83,2,Sports,East,Sanchezfort,United States,15,No,,
C0072,4/16/2022,6/7/2023,18.87,2,Electronics,South,Wilkersonmouth,Canada,13,No,,
C0433,10/19/2023,12/17/2023,18.87,2,Toys,South,Johnfurt,Australia,1,No,,
C0488,8/31/2023,11/9/2023,18.94,2,Sports,West,Hoffmanville,Australia,2,No,,
C0077,7/10/2023,9/6/2023,18.94,2,Beauty,East,Shawhaven,Germany,1,No,,
C0072,4/16/2022,7/5/2023,19.11,2,Sports,North,Lake Nicoleview,Australia,14,No,,
C0034,2/28/2022,12/12/2023,19.15,2,Home,North,Lake Debbie,Germany,21,No,,
C0010,4/12/2023,8/20/2023,19.15,2,Beauty,East,North Noahstad,Australia,4,No,,
C0139,1/15/2022,3/8/2023,19.15,2,Home,East,North Cynthiaview,Australia,13,No,,
C0236,9/2/2023,12/14/2023,19.18,2,Toys,South,East Lydiamouth,Canada,3,No,,
C0202,7/18/2023,10/8/2023,19.21,2,Sports,North,Port Richard,United Kingdom,2,No,,
C0223,11/15/2023,11/24/2023,19.21,2,Electronics,South,Daviston,Germany,0,No,,
C0447,9/30/2023,12/3/2023,19.22,2,Apparel,South,Robinsonshire,Germany,2,No,,
C0159,8/1/2023,10/31/2023,19.23,2,Beauty,West,Wilkersonmouth,Germany,3,No,,
C0484,6/29/2022,9/21/2023,19.30,2,Electronics,West,West Natashaport,Canada,14,Yes,,
C0497,10/26/2023,11/25/2023,19.31,2,Home,East,Juliechester,United Kingdom,1,No,,
C0233,2/5/2023,5/15/2023,19.35,2,Sports,West,Port Richard,United States,3,No,,
C0132,10/5/2023,11/25/2023,19.36,2,Home,South,Lisatown,Canada,1,No,,
C0290,2/24/2023,7/7/2023,19.44,2,Apparel,South,Port Jacobland,United States,4,No,,
C0178,10/10/2022,10/21/2023,19.63,2,Beauty,West,North Matthewberg,United Kingdom,12,No,,
C0428,1/5/2023,8/5/2023,19.67,2,Sports,East,Lake Roberto,France,7,No,,
C0240,9/1/2023,11/27/2023,19.90,2,Home,East,Adamsborough,United Kingdom,2,No,,
C0450,8/24/2023,9/17/2023,19.91,2,Apparel,West,East Jill,Australia,0,No,,
C0093,7/7/2022,8/17/2022,19.96,2,Electronics,East,Shieldston,United Kingdom,1,No,,
C0257,12/4/2022,5/17/2023,20.03,2,Sports,East,South David,France,5,No,,
C0426,10/18/2023,12/3/2023,20.06,2,Electronics,South,Rodneyside,Canada,1,No,,
C0259,4/18/2023,7/11/2023,20.06,2,Sports,West,Juliechester,France,2,No,,
C0204,5/25/2023,8/3/2023,20.35,2,Home,East,West Juan,Germany,2,No,,
C0003,9/28/2022,6/12/2023,20.35,2,Electronics,West,Cassandraton,Australia,8,No,,
C0113,1/14/2023,2/13/2023,20.38,2,Sports,West,Port Jesseville,Germany,1,No,,
C0352,12/15/2022,12/22/2022,20.40,2,Apparel,East,North John,Canada,0,No,,
C0131,4/7/2023,12/28/2023,20.79,2,Sports,North,East Josephville,Australia,8,No,,
C0156,11/30/2023,12/7/2023,20.81,2,Sports,West,Leeville,Canada,0,No,,
C0308,10/4/2022,9/1/2023,20.84,2,Toys,South,Lake Roberto,France,11,Yes,,
C0154,6/9/2023,10/26/2023,20.92,2,Apparel,East,North Matthewberg,Canada,4,No,,
C0415,3/20/2023,8/27/2023,20.98,2,Apparel,South,North John,France,5,No,,
C0420,9/12/2023,12/3/2023,21.00,2,Sports,South,North Noahstad,Australia,2,No,,
C0342,6/21/2022,9/28/2023,21.02,2,Apparel,East,Jacquelineland,Australia,15,No,,
C0378,4/14/2022,12/12/2023,21.04,2,Beauty,West,North Matthewberg,Canada,20,No,,
C0353,5/12/2023,10/1/2023,21.08,2,Apparel,East,Lake Debra,United States,4,No,,
C0402,10/27/2023,12/22/2023,21.09,2,Apparel,North,Tashatown,United States,1,No,,
C0477,9/4/2023,9/23/2023,21.28,2,Electronics,West,Daviston,France,0,No,,
C0298,4/9/2022,10/29/2022,21.28,2,Home,West,Johnfurt,Germany,6,No,,
C0028,4/5/2023,6/27/2023,21.29,2,Sports,North,New Mariotown,France,2,No,,
C0048,1/21/2022,2/18/2022,21.38,2,Sports,East,West Michael,Australia,0,No,,
C0206,1/22/2023,12/3/2023,21.39,2,Electronics,South,Davidstad,Germany,10,No,,
C0209,9/17/2023,11/19/2023,21.42,2,Sports,West,Juliechester,France,2,No,,
C0405,7/9/2022,12/31/2023,21.45,2,Beauty,North,Juliechester,Canada,18,No,,
C0259,4/18/2023,7/21/2023,21.47,2,Home,East,Lake Larry,Canada,3,No,,
C0387,6/9/2023,12/25/2023,21.59,2,Apparel,West,East Courtneychester,Canada,6,No,,
C0161,7/11/2023,11/7/2023,21.69,2,Toys,North,Gomezchester,Germany,3,No,,
C0304,11/12/2023,11/19/2023,21.75,2,Home,East,Leeville,Australia,0,No,,
C0269,1/2/2022,10/8/2023,21.77,2,Beauty,West,Martinezbury,Australia,21,Yes,,
C0134,8/6/2022,7/2/2023,21.82,2,Electronics,North,Lake Chad,Australia,11,Yes,,
C0215,8/8/2022,1/15/2023,21.89,2,Sports,South,New Jessica,Germany,5,Yes,,
C0293,9/11/2022,4/28/2023,21.91,2,Beauty,West,Lisatown,Germany,7,No,,
C0283,6/1/2022,9/25/2022,21.94,2,Apparel,West,North SUnited Statesn,United States,3,No,,
C0057,7/19/2023,11/21/2023,22.04,2,Electronics,East,South Todd,Canada,4,No,,
C0414,2/23/2022,8/3/2023,22.05,2,Apparel,South,Tashatown,Australia,17,Yes,,
C0320,1/22/2022,6/11/2023,22.07,2,Beauty,South,Sanchezfort,Canada,16,No,,
C0053,11/12/2022,12/24/2023,22.12,2,Apparel,South,Sanchezfort,Germany,13,No,,
C0107,5/14/2023,9/12/2023,22.12,2,Toys,South,South Todd,France,4,No,,
C0171,12/14/2022,2/14/2023,22.14,2,Toys,South,Port Jesseville,Australia,2,No,,
C0085,9/9/2022,6/4/2023,22.16,2,Beauty,West,Shieldston,France,8,No,,
C0435,8/27/2023,11/2/2023,22.29,2,Toys,East,East Courtneychester,Canada,2,No,,
C0187,11/14/2022,1/13/2023,22.29,2,Home,North,Taylorburgh,United States,2,No,,
C0350,2/6/2022,5/26/2022,22.30,2,Sports,South,New Kellystad,Australia,3,No,,
C0192,10/26/2023,10/31/2023,22.30,2,Apparel,North,Lake Roberto,United Kingdom,0,No,,
C0478,10/16/2022,6/15/2023,22.31,2,Home,East,Davidstad,United Kingdom,8,No,,
C0188,11/8/2023,11/15/2023,22.40,2,Sports,West,Cassandraton,France,0,No,,
C0122,5/18/2023,8/31/2023,22.46,2,Electronics,North,New Jessica,Germany,3,No,,
C0424,12/16/2022,12/20/2023,22.50,2,Electronics,South,Saramouth,United Kingdom,12,No,,
C0408,11/10/2022,5/10/2023,22.62,2,Sports,North,East Jessetown,United States,6,No,,
C0324,12/31/2022,5/6/2023,22.67,2,Apparel,North,North John,France,4,No,,
C0177,1/12/2023,9/5/2023,22.76,2,Toys,East,North Amandahaven,Australia,7,No,,
C0129,7/1/2023,11/12/2023,22.77,2,Home,South,Port Jacobland,United Kingdom,4,No,,
C0360,7/10/2022,1/5/2023,23.00,2,Apparel,South,Bassport,Germany,5,Yes,,
C0056,12/12/2022,1/15/2023,23.10,2,Toys,North,Jacquelineland,Canada,1,No,,
C0463,3/27/2022,7/5/2022,23.15,2,Electronics,North,Juliechester,Germany,3,No,,
C0233,2/5/2023,9/8/2023,23.22,2,Toys,South,Lake Mark,France,7,No,,
C0079,7/21/2022,9/9/2022,23.24,2,Beauty,North,North Noahstad,United States,1,No,,
C0064,2/4/2022,1/19/2023,23.27,2,Electronics,South,Brandtside,United Kingdom,11,Yes,,
C0404,7/29/2023,8/25/2023,23.35,2,Electronics,East,Port Richard,Germany,0,No,,
C0440,5/7/2022,3/22/2023,23.36,2,Sports,East,Wilkersonmouth,United States,10,Yes,,
C0227,2/20/2023,12/8/2023,23.54,2,Apparel,North,East Donna,United States,9,No,,
C0475,12/7/2022,5/1/2023,23.55,2,Electronics,South,Mortonside,France,4,Yes,,
C0444,9/26/2023,12/4/2023,23.60,2,Home,East,Port Richard,Germany,2,No,,
C0128,12/27/2023,12/30/2023,23.68,2,Electronics,West,North Micheleland,Germany,0,No,,
C0303,12/21/2023,12/25/2023,23.68,2,Beauty,East,Sarahborough,United States,0,No,,
C0485,8/11/2022,7/5/2023,23.68,2,Home,East,Ramirezstad,Canada,10,No,,
C0453,9/29/2022,10/20/2023,23.69,2,Sports,East,Wilkersonmouth,Australia,12,No,,
C0176,1/20/2023,5/6/2023,23.78,2,Sports,East,Gomezchester,United States,3,No,,
C0464,11/28/2023,12/21/2023,23.94,2,Home,South,North Deniseside,United States,0,No,,
C0255,10/2/2023,10/27/2023,23.97,2,Toys,North,Lake Larry,United Kingdom,0,No,,
C0409,7/24/2023,12/13/2023,23.97,2,Sports,East,Lake Rebeccaside,Australia,4,No,,
C0189,8/13/2022,9/25/2022,23.99,2,Electronics,South,East Lydiamouth,Canada,1,No,,
C0428,1/5/2023,6/4/2023,24.03,2,Home,South,East Josephville,Canada,5,No,,
C0069,1/2/2022,3/23/2022,24.03,2,Toys,West,Danielchester,United States,2,Yes,,
C0177,1/12/2023,12/20/2023,24.09,2,Electronics,North,East Josephville,Germany,11,No,,
C0147,4/30/2023,10/30/2023,24.10,2,Electronics,North,North SUnited Statesn,Germany,6,No,,
C0106,5/19/2022,9/2/2022,24.15,2,Toys,North,Evanmouth,Canada,3,No,,
C0482,6/6/2023,6/6/2023,24.15,2,Sports,North,South Todd,United Kingdom,0,No,,
C0078,6/11/2022,9/25/2022,24.17,2,Electronics,North,Saramouth,Australia,3,No,,
C0376,5/5/2023,12/2/2023,24.17,2,Apparel,South,Jacquelineland,Germany,7,No,,
C0390,11/16/2023,12/30/2023,24.19,2,Electronics,East,New Jeffrey,France,1,No,,
C0337,7/1/2023,9/28/2023,24.21,2,Electronics,South,East Nicholasfurt,United Kingdom,2,No,,
